,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,88.6010513305664,91.83999633789062,90.97750091552734,91.27999877929688,110737200.0,2.0,2.9708929984429773,91.3552367174738,79.01739588140315,62.80716042463947,107.51485185714098,29.730531783249663,82.71678161621094,76.59068984985352,28.6200008392334,53.06850087199137
0,2020-07-01,AMGN,220.26593017578125,256.2300109863281,232.5800018310547,235.52000427246094,6575800.0,2.0,3.335247830238302,213.15173829613323,183.63258482398393,61.279654396416866,269.4171403618228,46.80613855018443,197.06543579101563,198.04957758585613,28.6200008392334,53.06850087199137
0,2020-07-01,AXP,88.49397277832031,96.95999908447266,93.63999938964844,95.25,3301000.0,2.0,-0.37398266453600115,106.11618451292962,84.33573809449224,48.504808536856224,-66.24767689810078,3.142447593063417,93.45101521809896,87.15739237467447,28.6200008392334,53.06850087199137
0,2020-07-01,BA,180.32000732421875,190.61000061035156,180.0399932861328,185.8800048828125,49036700.0,2.0,5.443193477566751,220.72113910562248,160.9328632747486,50.92577107851713,24.220608346258853,15.932919876883023,176.4723347981771,155.6141675313314,28.6200008392334,53.06850087199137
0,2020-07-01,CAT,114.37261962890625,129.39999389648438,125.87999725341797,129.3800048828125,2807800.0,2.0,1.20639829041221,123.82625683073853,107.45394717927122,52.8654259710792,35.87386167779465,14.457404372847108,113.19828745524089,107.73221143086751,28.6200008392334,53.06850087199137
0,2020-07-01,CRM,190.52481079101562,192.82000732421875,187.4600067138672,188.10000610351562,4754600.0,2.0,4.162436664553667,193.68384908875313,167.8366861895672,58.10432333970013,139.92594058458573,29.225746978966207,178.90936330159505,169.732288869222,28.6200008392334,53.06850087199137
0,2020-07-01,CSCO,39.545021057128906,46.720001220703125,46.0,46.540000915527344,17129500.0,2.0,0.24773818657087787,41.57818689964336,37.575384801406436,53.16055439397804,19.612307806480235,13.380576374222525,39.5298511505127,37.921349143981935,28.6200008392334,53.06850087199137
0,2020-07-01,CVX,71.2265396118164,90.7699966430664,87.55000305175781,89.27999877929688,6379400.0,2.0,-0.9333168485629386,83.20894716101972,67.29430982750566,47.829175030837405,-92.00445374681152,9.086242134949153,75.36096267700195,73.05400377909342,28.6200008392334,53.06850087199137
0,2020-07-01,DIS,111.6309585571289,115.5999984741211,112.29000091552734,112.81999969482422,11930900.0,2.0,-0.9581241256567097,125.69830955865986,105.14592643377178,49.235694993260026,-76.90020444152002,1.5594677137092325,116.19655049641928,110.02001965840658,28.6200008392334,53.06850087199137
0,2020-07-01,GS,176.10739135742188,199.74000549316406,195.52000427246094,198.8800048828125,2620100.0,2.0,0.5522416191952573,198.40886049085972,167.03464231675744,50.96276698390132,-35.70816203906388,3.6210869345612893,179.82483927408853,169.1085413614909,28.6200008392334,53.06850087199137
0,2020-07-01,HD,221.3714141845703,250.3300018310547,246.92999267578125,249.64999389648438,3677300.0,2.0,2.121637954709229,230.57446955925488,212.66256199592092,55.50969737231304,20.643419733309596,8.254305556136101,220.3712412516276,206.48161875406902,28.6200008392334,53.06850087199137
0,2020-07-01,HON,130.913330078125,146.47999572753906,142.97000122070312,145.22000122070312,2609500.0,2.0,-0.2987796358390824,147.13690226656746,121.6491969765966,49.99254686102246,-33.44824189922935,2.7678061866029062,133.43360595703126,127.77853749593099,28.6200008392334,53.06850087199137
0,2020-07-01,IBM,91.35531616210938,115.8986587524414,113.16443634033203,114.98088073730469,4869967.0,2.0,-0.9756509637200566,103.63791868989239,86.57288453276385,47.4897104380837,-74.12701031005193,5.476160686110957,95.14393615722656,93.79174245198568,28.6200008392334,53.06850087199137
0,2020-07-01,INTC,52.4257698059082,60.029998779296875,58.7599983215332,59.90999984741211,14748100.0,2.0,-0.5142137271378786,57.47118819678388,50.360442891472964,48.71406061609849,-78.99765652976238,8.423667414942779,54.47935651143392,53.49654642740885,28.6200008392334,53.06850087199137
0,2020-07-01,JNJ,122.84656524658203,141.38999938964844,140.05999755859375,140.69000244140625,6174800.0,2.0,-1.4586007055052193,130.24828401239367,119.86846937505751,46.81580153908199,-95.2452622220733,15.023814560668125,126.13528010050456,127.657634862264,28.6200008392334,53.06850087199137
0,2020-07-01,JPM,81.15140533447266,95.70999908447266,93.02999877929688,94.88999938964844,18755700.0,2.0,-0.9634108091738511,98.12804697354014,76.30049001376454,46.82894696264363,-79.22165974755787,2.3231892189599535,86.19487177530924,83.03153864542644,28.6200008392334,53.06850087199137
0,2020-07-01,KO,38.78710174560547,45.529998779296875,44.709999084472656,44.93000030517578,14316500.0,2.0,-0.38540337792245793,42.76602894144675,37.20175937337258,46.68586059787739,-78.21454569414264,12.141321439276629,39.933668772379555,39.67661711374919,28.6200008392334,53.06850087199137
