date,ticker,actual,forecast
2022-10-07,JPM,95.974365,98.8756
2022-10-10,JPM,93.99878,96.21678
2022-10-11,JPM,91.963905,94.31554
2022-10-12,JPM,92.270134,92.40547
2022-10-13,JPM,95.46071,92.64233
2022-10-14,JPM,93.29743,95.53998
2022-10-17,JPM,96.142296,93.66038
2022-10-18,JPM,97.27827,96.088524
2022-10-19,JPM,97.782036,97.26205
2022-10-20,JPM,97.38692,97.85513
2022-10-21,JPM,100.79482,97.511185
2022-10-24,JPM,100.47873,100.55568
2022-10-25,JPM,103.08651,100.52409
2022-10-26,JPM,103.35321,102.74443
2022-10-27,JPM,103.165535,103.16278
2022-10-28,JPM,104.6571,103.01953
2022-10-31,JPM,105.23991,104.33648
2022-11-01,JPM,104.7065,105.09357
2022-11-02,JPM,100.5775,104.66403
2022-11-03,JPM,98.038864,100.67346
2022-11-04,JPM,98.364845,98.15766
2022-11-07,JPM,99.20446,98.44735
2022-11-08,JPM,98.68093,99.3234
2022-11-09,JPM,85.69139,98.819756
2022-11-10,JPM,89.356125,86.52491
2022-11-11,JPM,93.85061,89.52772
2022-11-14,JPM,93.12951,93.93707
2022-11-15,JPM,94.344505,93.41327
2022-11-16,JPM,92.803535,94.30043
2022-11-17,JPM,90.33404,92.877075
2022-11-18,JPM,90.67978,90.58786
2022-11-21,JPM,96.38924,90.93791
2022-11-22,JPM,95.03596,96.07574
2022-11-23,JPM,97.67337,95.11512
2022-11-25,JPM,97.663506,97.28298
2022-11-28,JPM,94.52231,97.37671
2022-11-29,JPM,93.53451,94.66961
2022-11-30,JPM,96.675705,93.71621
2022-12-01,JPM,97.38692,96.41852
2022-12-02,JPM,98.21667,97.32569
2022-12-05,JPM,94.759384,98.00122
2022-12-06,JPM,91.163795,94.90651
2022-12-07,JPM,91.025505,91.32215
2022-12-08,JPM,91.42062,91.19828
2022-12-09,JPM,92.24049,91.60117
2022-12-12,JPM,93.504875,92.38782
2022-12-13,JPM,93.54438,93.413086
2022-12-14,JPM,93.0011,93.52445
2022-12-15,JPM,89.38576,93.03111
2022-12-16,JPM,88.98077,89.64822
2022-12-19,JPM,84.73324,89.144684
2022-12-20,JPM,85.95811,85.18523
2022-12-21,JPM,85.85932,86.08478
2022-12-22,JPM,85.612366,85.95451
2022-12-23,JPM,86.93603,85.68703
2022-12-27,JPM,85.31603,86.88167
2022-12-28,JPM,83.14288,85.38569
2022-12-29,JPM,86.11615,83.29034
2022-12-30,JPM,85.81981,86.089836
2023-01-03,JPM,87.884315,85.8206
2023-01-04,JPM,90.85758,87.789
2023-01-05,JPM,90.7983,90.56569
2023-01-06,JPM,92.7739,90.5924
2023-01-09,JPM,93.613525,92.48175
2023-01-10,JPM,94.39388,93.290726
2023-01-11,JPM,95.154495,94.03948
2023-01-12,JPM,98.592026,94.83042
2023-01-13,JPM,98.187035,98.046265
2023-01-17,JPM,98.69081,97.72798
2023-01-18,JPM,97.831436,98.21379
2023-01-19,JPM,97.87095,97.57907
2023-01-20,JPM,102.21725,97.60561
2023-01-23,JPM,104.400276,101.60161
2023-01-24,JPM,104.7065,103.69482
2023-01-25,JPM,106.80062,104.02005
2023-01-26,JPM,108.361336,105.96252
2023-01-27,JPM,108.20329,107.51145
2023-01-30,JPM,106.277084,107.51167
2023-01-31,JPM,107.1661,105.90672
2023-02-01,JPM,108.05513,106.6391
2023-02-02,JPM,111.82851,107.572205
2023-02-03,JPM,109.35902,110.93711
2023-02-06,JPM,108.52927,108.91899
2023-02-07,JPM,110.267784,108.11103
2023-02-08,JPM,110.41596,109.68797
2023-02-09,JPM,109.01329,110.109924
2023-02-10,JPM,106.741356,108.619995
2023-02-13,JPM,106.34624,106.50484
2023-02-14,JPM,106.34624,106.03899
2023-02-15,JPM,107.90695,106.089905
2023-02-16,JPM,104.538574,107.69608
2023-02-17,JPM,103.93601,104.46068
2023-02-21,JPM,100.84421,103.796814
2023-02-22,JPM,100.43922,100.95395
2023-02-23,JPM,100.488594,100.446625
2023-02-24,JPM,99.07605,100.45981
2023-02-27,JPM,99.22422,99.108574
2023-02-28,JPM,98.39448,99.201324
2023-03-01,JPM,97.337524,98.40055
2023-03-02,JPM,97.71288,97.36462
2023-03-03,JPM,99.9058,97.71287
2023-03-06,JPM,99.43166,99.79953
2023-03-07,JPM,97.85118,99.39256
2023-03-08,JPM,98.08825,97.859085
2023-03-09,JPM,94.96681,98.09189
2023-03-10,JPM,92.42818,95.14505
2023-03-13,JPM,91.47001,92.66374
2023-03-14,JPM,92.22074,91.722946
2023-03-15,JPM,91.963905,92.454544
2023-03-16,JPM,93.1394,92.205826
2023-03-17,JPM,92.06269,93.248604
2023-03-20,JPM,93.070244,92.3062
2023-03-21,JPM,95.36193,93.107666
2023-03-22,JPM,93.74195,95.19839
2023-03-23,JPM,94.6606,93.96732
2023-03-24,JPM,92.93195,94.57186
2023-03-27,JPM,94.45316,93.12239
2023-03-28,JPM,93.662926,94.415054
2023-03-29,JPM,95.68791,93.8534
2023-03-30,JPM,96.90289,95.52843
2023-03-31,JPM,98.90813,96.738045
2023-04-03,JPM,98.54264,98.602554
2023-04-04,JPM,98.354965,98.4355
2023-04-05,JPM,98.69081,98.26135
2023-04-06,JPM,98.75008,98.60953
2023-04-10,JPM,99.57982,98.75935
2023-04-11,JPM,99.19459,99.523575
2023-04-12,JPM,96.74486,99.26259
2023-04-13,JPM,99.60946,96.84724
2023-04-14,JPM,98.68093,99.4126
2023-04-17,JPM,99.07605,98.719284
2023-04-18,JPM,99.69836,99.14247
2023-04-19,JPM,97.54496,99.68671
2023-04-20,JPM,96.87327,97.61126
2023-04-21,JPM,98.354965,96.93945
2023-04-24,JPM,98.46361,98.39505
2023-04-25,JPM,96.814,98.54277
2023-04-26,JPM,95.431076,96.91608
2023-04-27,JPM,98.71056,95.5652
2023-04-28,JPM,101.24921,98.55475
2023-05-01,JPM,100.962746,101.140945
2023-05-02,JPM,99.37239,100.990715
2023-05-03,JPM,99.62921,99.42837
2023-05-04,JPM,96.260826,99.66709
2023-05-05,JPM,99.293365,96.38282
2023-05-08,JPM,101.71347,99.219574
2023-05-09,JPM,100.93311,101.70506
2023-05-10,JPM,99.9058,100.997925
2023-05-11,JPM,91.183556,99.98297
2023-05-12,JPM,90.867455,91.4377
2023-05-15,JPM,91.726845,90.977264
2023-05-16,JPM,89.86979,91.80507
2023-05-17,JPM,91.63794,90.11069
2023-05-18,JPM,92.61586,91.650925
2023-05-19,JPM,90.23526,92.51002
2023-05-22,JPM,90.69954,90.44166
2023-05-23,JPM,88.72393,90.70772
2023-05-24,JPM,87.983086,88.97337
2023-05-25,JPM,87.06444,88.18387
2023-05-26,JPM,87.21261,87.25044
2023-05-30,JPM,86.748344,87.29296
2023-05-31,JPM,86.886635,86.8174
2023-06-01,JPM,87.50895,86.881165
2023-06-02,JPM,89.662346,87.45781
2023-06-05,JPM,89.889534,89.483574
2023-06-06,JPM,91.035385,89.73416
2023-06-07,JPM,91.39098,90.80502
2023-06-08,JPM,91.40086,91.176834
2023-06-09,JPM,90.80819,91.230515
2023-06-12,JPM,92.00342,90.693214
2023-06-13,JPM,92.70476,91.800835
2023-06-14,JPM,91.32184,92.492165
2023-06-15,JPM,91.80586,91.31915
2023-06-16,JPM,90.205635,91.63372
2023-06-20,JPM,88.65479,90.27077
2023-06-21,JPM,87.558334,88.78133
2023-06-22,JPM,87.410164,87.61376
2023-06-23,JPM,87.024925,87.40291
2023-06-26,JPM,87.61761,87.00776
2023-06-27,JPM,87.973206,87.54609
2023-06-28,JPM,87.74602,87.89032
2023-06-29,JPM,87.86455,87.66864
2023-06-30,JPM,88.19052,87.74652
2023-07-03,JPM,89.39564,88.07527
2023-07-05,JPM,88.6943,89.23552
2023-07-06,JPM,87.65711,88.6004
2023-07-07,JPM,87.558334,87.5629
2023-07-10,JPM,87.024925,87.469505
2023-07-11,JPM,88.39796,86.97216
2023-07-12,JPM,89.04991,88.252754
2023-07-13,JPM,89.366005,88.90184
2023-07-14,JPM,87.53859,89.1958
2023-07-17,JPM,84.51592,87.47177
2023-07-18,JPM,84.90115,84.50929
2023-07-19,JPM,85.97787,84.83743
2023-07-20,JPM,85.15798,85.89266
2023-07-21,JPM,86.11615,85.11858
2023-07-24,JPM,85.54323,85.990585
2023-07-25,JPM,84.58506,85.45328
2023-07-26,JPM,84.81226,84.50325
2023-07-27,JPM,84.31837,84.71205
2023-07-28,JPM,85.07896,84.252335
2023-07-31,JPM,87.80528,84.96606
2023-08-01,JPM,87.94357,87.644135
2023-08-02,JPM,85.246895,87.77886
2023-08-03,JPM,84.44677,85.1593
2023-08-04,JPM,85.246895,84.35277
2023-08-07,JPM,85.77043,85.140366
2023-08-08,JPM,87.054565,85.64296
2023-08-09,JPM,86.42237,86.88566
2023-08-10,JPM,90.64027,86.30407
2023-08-11,JPM,87.93369,90.29405
2023-08-14,JPM,87.72626,87.82461
2023-08-15,JPM,85.99762,87.52203
2023-08-16,JPM,85.29628,85.89574
2023-08-17,JPM,84.87153,85.20793
2023-08-18,JPM,84.91104,84.801414
2023-08-21,JPM,84.832016,84.813896
2023-08-22,JPM,84.74311,84.72927
2023-08-23,JPM,84.78262,84.63747
2023-08-24,JPM,81.46363,84.67479
2023-08-25,JPM,82.342766,81.46515
2023-08-28,JPM,83.133,82.277084
2023-08-29,JPM,83.37008,83.0623
2023-08-30,JPM,83.25153,83.27109
2023-08-31,JPM,82.65887,83.1858
2023-09-01,JPM,80.64375,82.61143
2023-09-05,JPM,80.19925,80.63002
2023-09-06,JPM,79.99181,80.20514
2023-09-07,JPM,79.586815,80.020294
2023-09-08,JPM,80.58449,79.614624
2023-09-11,JPM,81.51301,80.50932
2023-09-12,JPM,82.65887,81.39994
2023-09-13,JPM,82.4613,82.47891
2023-09-14,JPM,83.44911,82.294525
2023-09-15,JPM,84.53568,83.21454
2023-09-18,JPM,83.98251,84.27913
2023-09-19,JPM,80.9401,83.81743
2023-09-20,JPM,81.55252,80.941414
2023-09-21,JPM,81.72046,81.46045
2023-09-22,JPM,80.25852,81.67326
2023-09-25,JPM,80.02144,80.27385
2023-09-26,JPM,79.07316,80.00052
2023-09-27,JPM,78.92499,79.15746
2023-09-28,JPM,79.152176,79.00137
2023-09-29,JPM,80.06096,79.13337
2023-10-02,JPM,80.67339,79.97448
2023-10-03,JPM,78.56938,80.54419
2023-10-04,JPM,78.35207,78.604416
2023-10-05,JPM,79.82388,78.31052
2023-10-06,JPM,81.927895,79.70104
2023-10-09,JPM,83.666405,81.7316
2023-10-10,JPM,83.95287,83.39333
2023-10-11,JPM,83.81458,83.68078
2023-10-12,JPM,83.32069,83.57544
2023-10-13,JPM,83.32069,83.1384
2023-10-16,JPM,84.664085,83.168594
2023-10-17,JPM,85.14811,84.4397
2023-10-18,JPM,83.64666,84.94015
2023-10-19,JPM,82.23411,83.57088
2023-10-20,JPM,81.64143,82.1933
2023-10-23,JPM,82.08593,81.6163
2023-10-24,JPM,81.55252,82.04207
2023-10-25,JPM,79.60656,81.51741
2023-10-26,JPM,78.80646,79.611435
2023-10-27,JPM,78.361946,78.8342
2023-10-30,JPM,79.69547,78.41841
2023-10-31,JPM,80.59436,79.64179
2023-11-01,JPM,80.08071,80.47812
2023-11-02,JPM,82.27362,79.9879
2023-11-03,JPM,84.0319,82.03041
2023-11-06,JPM,82.99471,83.73425
2023-11-07,JPM,83.557755,82.81314
2023-11-08,JPM,83.46886,83.30122
2023-11-09,JPM,89.23759,83.25676
2023-11-10,JPM,87.19284,88.667725
2023-11-13,JPM,88.34857,86.996414
2023-11-14,JPM,89.95868,87.93964
2023-11-15,JPM,92.783775,89.493645
2023-11-16,JPM,93.3567,92.219444
2023-11-17,JPM,93.0011,92.86708
2023-11-20,JPM,93.87035,92.50256
2023-11-21,JPM,93.29743,93.3199
2023-11-22,JPM,93.90987,92.84174
2023-11-24,JPM,94.88779,93.41165
2023-11-27,JPM,94.00865,94.34215
2023-11-28,JPM,91.37123,93.69356
2023-11-29,JPM,91.37123,91.243256
2023-11-30,JPM,91.55892,91.20111
2023-12-01,JPM,91.45026,91.42494
2023-12-04,JPM,90.887215,91.33847
2023-12-05,JPM,89.682106,90.792076
2023-12-06,JPM,90.38343,89.65846
2023-12-07,JPM,91.22307,90.22031
2023-12-08,JPM,91.986145,91.03
2023-12-11,JPM,91.37171,91.74448
2023-12-12,JPM,90.25187,91.23407
2023-12-13,JPM,91.99606,90.196815
2023-12-14,JPM,93.096085,91.69813
2023-12-15,JPM,92.62039,92.84428
2023-12-18,JPM,92.02579,92.4966
2023-12-19,JPM,93.086174,91.89608
2023-12-20,JPM,90.45007,92.82824
2023-12-21,JPM,91.19333,90.502
2023-12-22,JPM,90.20232,91.02204
2023-12-26,JPM,90.13294,90.18106
2023-12-27,JPM,89.56806,90.045815
2023-12-28,JPM,89.58788,89.454895
2023-12-29,JPM,89.478874,89.432175
2024-01-02,JPM,89.8951,89.31737
2024-01-03,JPM,90.82666,89.704346
2024-01-04,JPM,89.746445,90.577484
2024-01-05,JPM,90.0834,89.62575
2024-01-08,JPM,90.727554,89.860535
2024-01-09,JPM,88.86445,90.5056
2024-01-10,JPM,88.487854,88.80153
2024-01-11,JPM,88.646416,88.280304
2024-01-12,JPM,89.53833,88.426186
2024-01-16,JPM,92.21408,89.3474
2024-01-17,JPM,89.52842,91.91084
2024-01-18,JPM,91.38163,89.52284
2024-01-19,JPM,92.22398,91.0847
2024-01-22,JPM,94.225845,91.99097
2024-01-23,JPM,92.92761,93.94924
2024-01-24,JPM,92.660034,92.86775
2024-01-25,JPM,94.00782,92.5124
2024-01-26,JPM,94.503334,93.77421
2024-01-29,JPM,96.6142,94.405426
2024-01-30,JPM,96.06914,96.287346
2024-01-31,JPM,95.187126,95.950226
2024-02-01,JPM,96.18805,95.151306
2024-02-02,JPM,96.25742,96.01816
2024-02-05,JPM,95.78174,96.202805
2024-02-06,JPM,98.398026,95.73007
2024-02-07,JPM,98.24937,98.02168
2024-02-08,JPM,109.54696,98.126526
2024-02-09,JPM,107.416275,108.41598
2024-02-12,JPM,108.30819,106.789635
2024-02-13,JPM,109.467674,107.531235
2024-02-14,JPM,110.55779,108.67288
2024-02-15,JPM,111.4398,109.80124
2024-02-16,JPM,110.597435,110.729645
2024-02-20,JPM,108.45684,110.08639
2024-02-21,JPM,106.702736,107.987976
2024-02-22,JPM,106.67301,106.30333
2024-02-23,JPM,106.77211,106.26844
2024-02-26,JPM,106.71265,106.388794
2024-02-27,JPM,108.43702,106.352806
2024-02-28,JPM,109.80463,108.05983
2024-02-29,JPM,110.57762,109.37707
2024-03-01,JPM,110.94429,110.156235
2024-03-04,JPM,112.66866,110.53543
2024-03-05,JPM,111.856026,112.08009
2024-03-06,JPM,109.071266,111.54742
2024-03-07,JPM,109.19019,108.81377
2024-03-08,JPM,109.32893,108.933716
2024-03-11,JPM,111.301056,109.09285
2024-03-12,JPM,111.44971,111.05142
2024-03-13,JPM,111.48935,111.19736
2024-03-14,JPM,111.0533,111.29486
2024-03-15,JPM,110.94429,110.856125
2024-03-18,JPM,112.82722,110.74971
2024-03-19,JPM,113.48129,112.588234
2024-03-20,JPM,115.41377,113.313614
2024-03-21,JPM,115.65162,115.05782
2024-03-22,JPM,114.82908,115.48433
2024-03-25,JPM,118.28773,114.677246
2024-03-26,JPM,118.85261,117.8005
2024-03-27,JPM,119.893166,118.603745
2024-03-28,JPM,121.26077,119.56639
2022-05-13,KO,57.444,56.845493
2022-05-16,KO,57.801125,57.275097
2022-05-17,KO,59.49316,57.62087
2022-05-18,KO,58.591873,59.34063
2022-05-19,KO,58.464336,58.44049
2022-05-20,KO,57.91165,58.296837
2022-05-23,KO,57.384487,57.76238
2022-05-24,KO,57.027386,57.216373
2022-05-25,KO,57.222942,56.873528
2022-05-26,KO,57.68207,57.053463
2022-05-27,KO,59.331615,57.515007
2022-05-31,KO,58.403755,59.15828
2022-06-01,KO,58.515434,58.232845
2022-06-02,KO,58.50685,58.340416
2022-06-03,KO,57.587578,58.322613
2022-06-06,KO,57.621952,57.41516
2022-06-07,KO,57.87969,57.447067
2022-06-08,KO,57.768,57.69093
2022-06-09,KO,56.58239,57.600502
2022-06-10,KO,53.15446,56.422188
2022-06-13,KO,50.413826,53.04608
2022-06-14,KO,50.310734,50.31253
2022-06-15,KO,49.322735,50.20323
2022-06-16,KO,47.613064,49.243874
2022-06-17,KO,47.054634,47.586235
2022-06-21,KO,47.209274,46.984146
2022-06-22,KO,44.96694,47.106674
2022-06-23,KO,43.867252,45.08113
2022-06-24,KO,45.654243,43.919724
2022-06-27,KO,44.863846,45.55706
2022-06-28,KO,45.130173,44.863834
2022-06-29,KO,44.65765,45.110245
2022-06-30,KO,44.33977,44.627342
2022-07-01,KO,44.40851,44.3122
2022-07-05,KO,43.583733,44.364124
2022-07-06,KO,43.97035,43.638367
2022-07-07,KO,44.91539,43.923016
2022-07-08,KO,44.142178,44.82245
2022-07-11,KO,43.82429,44.168594
2022-07-12,KO,43.317406,43.761063
2022-07-13,KO,42.673054,43.300716
2022-07-14,KO,42.011536,42.71589
2022-07-15,KO,42.56996,42.086185
2022-07-18,KO,43.360363,42.583298
2022-07-19,KO,45.061447,43.35274
2022-07-20,KO,45.14736,44.904865
2022-07-21,KO,44.15936,45.030003
2022-07-22,KO,43.686836,44.061916
2022-07-25,KO,44.314003,43.57348
2022-07-26,KO,44.07344,44.1655
2022-07-27,KO,44.881027,44.00624
2022-07-28,KO,44.932575,44.718945
2022-07-29,KO,45.71438,44.809273
2022-08-01,KO,45.070034,45.547546
2022-08-02,KO,44.288223,44.935036
2022-08-03,KO,44.23667,44.1677
2022-08-04,KO,43.807114,44.0952
2022-08-05,KO,44.23667,43.70488
2022-08-08,KO,44.80371,44.10774
2022-08-09,KO,45.29341,44.685726
2022-08-10,KO,46.427464,45.147423
2022-08-11,KO,47.4756,46.234634
2022-08-12,KO,48.05122,47.26526
2022-08-15,KO,47.54434,47.84321
2022-08-16,KO,48.205864,47.358788
2022-08-17,KO,47.64743,47.944813
2022-08-18,KO,48.128548,47.46817
2022-08-19,KO,47.673203,47.888832
2022-08-22,KO,46.74534,47.4678
2022-08-23,KO,47.784893,46.55916
2022-08-24,KO,46.59929,47.607475
2022-08-25,KO,47.905163,46.40554
2022-08-26,KO,46.7883,47.705482
2022-08-29,KO,46.023674,46.605583
2022-08-30,KO,44.72662,45.830254
2022-08-31,KO,44.395824,44.5788
2022-09-01,KO,43.4905,44.220936
2022-09-02,KO,42.92467,43.45381
2022-09-06,KO,42.29791,42.873596
2022-09-07,KO,42.628696,42.312572
2022-09-08,KO,43.003014,42.577477
2022-09-09,KO,43.969276,42.96711
2022-09-12,KO,44.334885,43.847904
2022-09-13,KO,41.671135,44.20636
2022-09-14,KO,40.97473,41.739624
2022-09-15,KO,40.835453,40.866714
2022-09-16,KO,40.4089,40.81862
2022-09-19,KO,40.687466,40.42381
2022-09-20,KO,40.12164,40.672997
2022-09-21,KO,39.155376,40.122887
2022-09-22,KO,38.972572,39.18078
2022-09-23,KO,38.21523,38.930687
2022-09-26,KO,37.771263,38.25551
2022-09-27,KO,38.11947,37.811623
2022-09-28,KO,39.216312,38.115
2022-09-29,KO,38.441563,39.144325
2022-09-30,KO,38.241344,38.46361
2022-10-03,KO,39.416523,38.20847
2022-10-04,KO,40.583008,39.302383
2022-10-05,KO,40.095528,40.477665
2022-10-06,KO,39.625454,40.035458
2022-10-07,KO,38.659184,39.539047
2022-10-10,KO,39.068325,38.604687
2022-10-11,KO,38.258755,38.97158
2022-10-12,KO,38.13689,38.254524
2022-10-13,KO,39.97365,38.093105
2022-10-14,KO,39.27724,39.862057
2022-10-17,KO,39.39912,39.2665
2022-10-18,KO,40.37408,39.301296
2022-10-19,KO,39.28595,40.258644
2022-10-20,KO,39.11185,39.25449
2022-10-21,KO,40.80063,39.015797
2022-10-24,KO,40.948616,40.668808
2022-10-25,KO,41.65373,40.89685
2022-10-26,KO,41.775604,41.519653
2022-10-27,KO,41.453503,41.647007
2022-10-28,KO,41.33165,41.333767
2022-10-31,KO,40.687466,41.19961
2022-11-01,KO,40.852863,40.61025
2022-11-02,KO,40.852863,40.743294
2022-11-03,KO,40.46984,40.78777
2022-11-04,KO,42.680923,40.382362
2022-11-07,KO,43.09007,42.50179
2022-11-08,KO,43.220646,42.93371
2022-11-09,KO,41.50574,43.04492
2022-11-10,KO,43.4905,41.434063
2022-11-11,KO,46.25871,43.281353
2022-11-14,KO,45.222805,46.05218
2022-11-15,KO,44.918133,45.10241
2022-11-16,KO,43.969276,44.702103
2022-11-17,KO,43.63848,43.778618
2022-11-18,KO,43.586254,43.41606
2022-11-21,KO,43.6733,43.42737
2022-11-22,KO,44.892014,43.516605
2022-11-23,KO,44.8746,44.66036
2022-11-25,KO,44.883316,44.694115
2022-11-28,KO,43.699417,44.656002
2022-11-29,KO,44.714657,43.522324
2022-11-30,KO,44.997154,44.478153
2022-12-01,KO,45.08544,44.7973
2022-12-02,KO,45.50919,44.879894
2022-12-05,KO,45.244347,45.235817
2022-12-06,KO,45.067783,45.01826
2022-12-07,KO,44.758797,44.848312
2022-12-08,KO,44.63521,44.54888
2022-12-09,KO,44.31739,44.434612
2022-12-12,KO,45.120747,44.154045
2022-12-13,KO,45.518024,44.893723
2022-12-14,KO,45.341457,45.33519
2022-12-15,KO,43.725903,45.13854
2022-12-16,KO,43.96426,43.557724
2022-12-19,KO,43.54934,43.75943
2022-12-20,KO,43.840664,43.45417
2022-12-21,KO,44.732315,43.70807
2022-12-22,KO,44.290905,44.57128
2022-12-23,KO,44.90005,44.152786
2022-12-27,KO,45.191376,44.68943
2022-12-28,KO,44.132004,45.004494
2022-12-29,KO,44.714657,43.992966
2022-12-30,KO,44.485123,44.502388
2023-01-03,KO,45.058956,44.324093
2023-01-04,KO,46.197792,44.87062
2023-01-05,KO,46.709827,45.990093
2023-01-06,KO,48.572563,46.494926
2023-01-09,KO,48.802097,48.408012
2023-01-10,KO,49.85265,48.640934
2023-01-11,KO,50.832577,49.562492
2023-01-12,KO,51.662422,50.547363
2023-01-13,KO,51.803677,51.35679
2023-01-17,KO,50.673676,51.498547
2023-01-18,KO,50.179295,50.35559
2023-01-19,KO,49.96741,49.869595
2023-01-20,KO,50.70898,49.697453
2023-01-23,KO,51.238678,50.43866
2023-01-24,KO,51.37992,50.992863
2023-01-25,KO,51.106247,51.120743
2023-01-26,KO,51.3093,50.838387
2023-01-27,KO,52.059696,51.0319
2023-01-30,KO,51.15922,51.78978
2023-01-31,KO,52.39516,50.917534
2023-02-01,KO,53.163208,52.116486
2023-02-02,KO,52.92485,52.904728
2023-02-03,KO,52.96899,52.66492
2023-02-06,KO,53.048447,52.7091
2023-02-07,KO,53.419228,52.789383
2023-02-08,KO,52.801258,53.16868
2023-02-09,KO,52.1568,52.574623
2023-02-10,KO,52.810085,51.921913
2023-02-13,KO,53.251495,52.57666
2023-02-14,KO,52.757114,53.038185
2023-02-15,KO,52.757114,52.55907
2023-02-16,KO,51.803677,52.52945
2023-02-17,KO,51.318127,51.58901
2023-02-21,KO,50.179295,51.090218
2023-02-22,KO,50.329372,49.99724
2023-02-23,KO,50.488274,50.099262
2023-02-24,KO,51.017967,50.31672
2023-02-27,KO,50.928604,50.810097
2023-02-28,KO,51.11627,50.745384
2023-03-01,KO,51.84905,50.888165
2023-03-02,KO,52.22438,51.618378
2023-03-03,KO,52.11715,51.966404
2023-03-06,KO,51.03584,51.872963
2023-03-07,KO,49.865173,50.786682
2023-03-08,KO,50.276245,49.61712
2023-03-09,KO,49.23962,50.043297
2023-03-10,KO,48.149376,49.13646
2023-03-13,KO,46.82679,47.995975
2023-03-14,KO,46.72849,46.671745
2023-03-15,KO,45.110996,46.54096
2023-03-16,KO,45.495262,45.057114
2023-03-17,KO,44.699924,45.35385
2023-03-20,KO,45.808037,44.709503
2023-03-21,KO,46.52295,45.67195
2023-03-22,KO,45.91528,46.39805
2023-03-23,KO,46.15656,45.83083
2023-03-24,KO,46.272728,45.99022
2023-03-27,KO,46.469334,46.103043
2023-03-28,KO,47.28255,46.272144
2023-03-29,KO,47.89916,47.093056
2023-03-30,KO,48.256615,47.710167
2023-03-31,KO,48.989403,48.085114
2023-04-03,KO,49.44516,48.78351
2023-04-04,KO,48.488956,49.22023
2023-04-05,KO,48.828545,48.290802
2023-04-06,KO,48.846416,48.588383
2023-04-10,KO,49.87411,48.647503
2023-04-11,KO,50.213688,49.647324
2023-04-12,KO,50.839237,50.007378
2023-04-13,KO,50.866043,50.591125
2023-04-14,KO,50.490715,50.611176
2023-04-17,KO,50.84818,50.225296
2023-04-18,KO,50.740932,50.584347
2023-04-19,KO,50.4371,50.498405
2023-04-20,KO,49.775806,50.198746
2023-04-21,KO,49.03408,49.56247
2023-04-24,KO,49.49878,48.832436
2023-04-25,KO,46.916157,49.297142
2023-04-26,KO,46.987648,46.795902
2023-04-27,KO,47.809795,46.835632
2023-04-28,KO,48.61408,47.617104
2023-05-01,KO,48.354916,48.42782
2023-05-02,KO,48.060013,48.17134
2023-05-03,KO,47.362976,47.903168
2023-05-04,KO,47.68469,47.20372
2023-05-05,KO,48.623005,47.534775
2023-05-08,KO,48.39066,48.45282
2023-05-09,KO,47.961708,48.205097
2023-05-10,KO,47.765114,47.798023
2023-05-11,KO,46.773174,47.61607
2023-05-12,KO,46.746365,46.617035
2023-05-15,KO,46.70168,46.567665
2023-05-16,KO,45.629314,46.519863
2023-05-17,KO,46.004642,45.49261
2023-05-18,KO,46.353157,45.825397
2023-05-19,KO,46.424652,46.175022
2023-05-22,KO,46.263798,46.253036
2023-05-23,KO,46.43359,46.092693
2023-05-24,KO,45.861656,46.252438
2023-05-25,KO,45.012695,45.70758
2023-05-26,KO,44.985886,44.871033
2023-05-30,KO,44.85902,44.83309
2023-05-31,KO,44.206524,44.7106
2023-06-01,KO,44.40589,44.11812
2023-06-02,KO,46.771187,44.271748
2023-06-05,KO,46.6715,46.55356
2023-06-06,KO,47.659306,46.578472
2023-06-07,KO,48.819294,47.412216
2023-06-08,KO,47.831493,48.613045
2023-06-09,KO,46.889004,47.647774
2023-06-12,KO,46.94337,46.669125
2023-06-13,KO,48.15774,46.786957
2023-06-14,KO,47.85868,47.981636
2023-06-15,KO,48.46586,47.65172
2023-06-16,KO,48.175865,48.296463
2023-06-20,KO,47.052128,47.996323
2023-06-21,KO,47.015873,46.883972
2023-06-22,KO,46.571815,46.824547
2023-06-23,KO,46.54463,46.33576
2023-06-26,KO,47.07931,46.336628
2023-06-27,KO,47.64118,46.86964
2023-06-28,KO,47.994617,47.42586
2023-06-29,KO,48.24836,47.779736
2023-06-30,KO,48.26649,48.049667
2023-07-03,KO,48.737732,48.085323
2023-07-05,KO,47.885868,48.524017
2023-07-06,KO,47.82243,47.704723
2023-07-07,KO,48.12149,47.634598
2023-07-10,KO,48.27555,47.932827
2023-07-11,KO,48.411484,48.077827
2023-07-12,KO,49.036797,48.215313
2023-07-13,KO,49.127422,48.83082
2023-07-14,KO,47.958363,48.923515
2023-07-17,KO,47.514313,47.7842
2023-07-18,KO,48.012745,47.302948
2023-07-19,KO,47.86774,47.813374
2023-07-20,KO,48.076176,47.61956
2023-07-21,KO,48.076176,47.829903
2023-07-24,KO,47.62306,47.8313
2023-07-25,KO,48.46586,47.413223
2023-07-26,KO,48.665234,48.269775
2023-07-27,KO,49.78898,48.457886
2023-07-28,KO,50.260223,49.545464
2023-07-31,KO,51.175526,50.031784
2023-08-01,KO,50.550217,50.89099
2023-08-02,KO,49.571476,50.274376
2023-08-03,KO,49.752728,49.27614
2023-08-04,KO,49.39929,49.46595
2023-08-07,KO,50.314598,49.180946
2023-08-08,KO,49.852413,50.053535
2023-08-09,KO,50.33272,49.664127
