,Ticker,MA20,MACD,Signal_Line,Volume
0,NKE,0.9970168363629159,0.7393068124908698,0.7830167507112402,0.0
1,NKE,0.9982069282394124,0.7326287807453115,0.7812953146688952,0.0
2,NKE,0.9993335485491623,0.7258482136947408,0.7783622113516401,0.0
3,NKE,1.0000000000000002,0.7194097054448112,0.7745382673434924,0.0
4,NKE,0.9999285937610354,0.6998528236849402,0.7669913432485849,0.017140331982420414
5,NKE,0.9992700740769183,0.6776034618166226,0.7558481846205983,0.01271063157506122
6,NKE,0.9995834659062279,0.674147986034696,0.7461407206386111,0.008581698441422772
7,NKE,0.9986234591855621,0.6756779361972697,0.7387258311246647,0.006544112569935682
8,NKE,0.9981712245146184,0.6768974601689134,0.7330737668739298,0.008025297213359006
9,NKE,0.997877672392413,0.6817712955113007,0.7296705272367947,0.008446031134601826
10,NKE,0.9972112238470727,0.6827801988807568,0.7271794512261859,0.016344653678818807
11,NKE,0.9968334122902525,0.6856963542222023,0.7258557682230227,0.0
12,NKE,0.9965239903393617,0.6840914319698574,0.7244285361070133,0.0
13,NKE,0.9956829891744736,0.6790776850564013,0.722136232776029,0.0
14,NKE,0.9952704239906216,0.6812287803956835,0.720796007593728,0.0
15,NKE,0.9942231431393054,0.6736684641625048,0.717988941876954,0.0
16,NKE,0.9937233045511762,0.6756116342002393,0.7161891936223965,0.0
17,NKE,0.9932948714756378,0.6765804593328227,0.7149717138598463,0.0
18,NKE,0.9924300713787175,0.6711378866936202,0.7127488086489959,0.0
19,NKE,0.9912399795022215,0.6649906589346504,0.7095598640232674,0.0
20,NKE,0.9895341811459104,0.6528394638762016,0.7042203417615106,0.0
21,NKE,0.987796407060537,0.6380749892540561,0.6965606812837366,0.02907431561956272
22,NKE,0.9867649943430321,0.6362785076441795,0.6900207095604594,0.01023828812843742
23,NKE,0.9860747391176654,0.6397123542061143,0.6855767059476642,0.007753816773160156
24,NKE,0.9868760693427132,0.6504261100253752,0.6844800166708886,0.007500151477336038
25,NKE,0.9887008793079219,0.6672965538917305,0.6874739701970751,0.010847697309954517
26,NKE,0.9887841823495294,0.6693564961136161,0.6903418333558781,0.01774556080263812
27,NKE,0.9884192215671119,0.668762521608693,0.6924998229973078,0.014476591179792503
28,NKE,0.9874592148464456,0.6597687774386496,0.6921623966758571,0.0
29,NKE,0.9866261481116505,0.6586765645306618,0.6916418226615539,0.0
30,NKE,0.985388454497093,0.6494074023192203,0.6890983445160757,0.0
31,NKE,0.9839762121369844,0.642120341256556,0.6853913810085536,0.0
32,NKE,0.9831114120400637,0.6409558289012324,0.6821585865018185,0.0
33,NKE,0.9822783477265162,0.6372388680472948,0.6787194101523752,0.0
34,NKE,0.9805090778034591,0.6273079879815334,0.6736892040093266,0.0
35,NKE,0.9792567044520932,0.6183911030088832,0.6676188581416584,0.0
36,NKE,0.9781459520340301,0.6219548475209206,0.6635803632362397,0.0
37,NKE,0.9758530414431894,0.6076637983032367,0.657070162811277,0.035262757217083905
38,NKE,0.9735363292569432,0.5907057409072536,0.647970592617545,0.016250036547780837
39,NKE,0.9708943238383729,0.5717363363927224,0.6363379775166057,0.013660205505103213
40,NKE,0.9692995978183707,0.5657873202390685,0.6256667491151103,0.011674825541006198
41,NKE,0.9682604889215878,0.5649304735757049,0.6169331435454877,0.008810767657973726
42,NKE,0.9662928676890743,0.5614006166424811,0.6091362535725556,0.00934847878232103
43,NKE,0.9640078934653251,0.5597281676666462,0.6025149603465997,0.021738705107324823
44,NKE,0.961191341722452,0.5596450104005471,0.5971988434501454,0.0
45,NKE,0.9578908200095111,0.5620734206760067,0.5935032036003236,0.0
46,NKE,0.9556288544708322,0.5690763351049651,0.5921536688392224,0.0
47,NKE,0.9532962743929001,0.5724739584873565,0.5918537025682685,0.0
48,NKE,0.9522331256498966,0.5861113100121437,0.5947431283301262,0.0
49,NKE,0.950646336481235,0.5959967450595982,0.5993231056157082,0.0
50,NKE,0.9499084795178077,0.6083519308300229,0.6058222642883964,0.0
51,NKE,0.9492578959586564,0.6197403361677588,0.613634918432315,0.0
52,NKE,0.947552097602345,0.6181622642124001,0.619522917441957,0.0
53,NKE,0.9474568902522256,0.6377342537720815,0.6287245523644588,0.0
54,NKE,0.9483851616737675,0.6608842697624915,0.641398155115259,0.020244298856070864
55,NKE,0.9490543909741496,0.6737467773557029,0.6544886306277702,0.011503430727731148
56,NKE,0.9492210035947346,0.6864554854161612,0.667877311567978,0.0090268826153818
57,NKE,0.9506332449863439,0.6966555816830874,0.6809288991305548,0.007904941695018387
58,NKE,0.9527674783551923,0.7083403141626431,0.6940514953518724,0.009415194432128177
59,NKE,0.9557823801968972,0.7232407724294245,0.7079688195204505,0.011908196640987339
60,NKE,0.9579642153038066,0.7300221463282653,0.7206588184882785,0.02263612173882906
61,NKE,0.959623602013933,0.729692245373857,0.7307351144263285,0.0
62,NKE,0.9616150248418511,0.7295120599054461,0.7387548035453209,0.0
63,NKE,0.9639079349484423,0.7329196954527611,0.7459525138961547,0.0
64,NKE,0.9658834874634259,0.7302413548124425,0.7510960763339416,0.0
65,NKE,0.9681208601912388,0.7324887182820712,0.7557266346667109,0.0
66,NKE,0.9701448097758665,0.7343131445058635,0.759849737197743,0.0
67,NKE,0.972398050395366,0.7350951758381933,0.7633276740009974,0.0
68,NKE,0.9740562450766173,0.7362020083439019,0.7663640111981299,0.0
69,NKE,0.9757632335248048,0.735267148561769,0.7685785562326835,0.0
70,NKE,0.9774769658269589,0.7376555526287825,0.7708982655982158,0.0
71,NKE,0.9790161484150628,0.737230748581687,0.7726565521931438,0.011038924534975516
72,NKE,0.9811583116136326,0.7338014747804577,0.773276257026637,0.007110186959610832
73,NKE,0.9816898847745101,0.7272520721828137,0.7722691123226209,0.0062503206665226385
74,NKE,0.9818564969108452,0.7236246108481348,0.7706309935044889,0.00534835910732662
75,NKE,0.9823470538864265,0.719489751338756,0.7683716614067422,0.006343236487729461
76,NKE,0.9828389607078349,0.718379718900659,0.7663094736771483,0.007033871061470779
77,NKE,0.9834340066460829,0.7188848517787526,0.7647756376582487,0.011041573717426874
78,NKE,0.9832423999169684,0.7113142028348518,0.7618113121979991,0.0
79,NKE,0.982631485118534,0.7050147725562269,0.7579943050618582,0.0
80,NKE,0.9823299980819862,0.6998808840676648,0.7537626125128079,0.0
81,NKE,0.9824954208528192,0.6973292413098574,0.7497917263256836,0.0
82,NKE,0.9826858355530586,0.6961395614796471,0.7463420184288759,0.0
83,NKE,0.9822336006399899,0.6898183206516904,0.7421317004195989,0.0
84,NKE,0.9823684777193262,0.688521817035012,0.7384659339309539,0.0
85,NKE,0.9820114501563777,0.6851947456104014,0.7347698489446799,0.0
86,NKE,0.9814878097307191,0.6807748505716957,0.7307987360628295,0.0
87,NKE,0.9806547454171717,0.67278815339245,0.7257891174337802,0.0
88,NKE,0.9789886180007008,0.6556557227099512,0.7178499987819361,0.025707836638966183
89,NKE,0.9774641129702826,0.6434022411575979,0.7086868653495823,0.011891329369232819
90,NKE,0.97586145518356,0.6368364752462662,0.6998496951004313,0.007040238821124503
91,NKE,0.9744016120538892,0.6326160117342624,0.6918114780831399,0.00658516274571866
92,NKE,0.9733622670854143,0.6335022504880938,0.685584271997728,0.007271130869637402
93,NKE,0.9725966442170328,0.6354458676781213,0.6810485140574682,0.008731073444597538
94,NKE,0.9714700253600321,0.634284345300267,0.6771533701225054,0.015457469210727614
95,NKE,0.9705867370967085,0.6366278510041875,0.6745750253674306,0.0
96,NKE,0.9690877747715338,0.6326106200764519,0.6715905050588977,0.0
97,NKE,0.9674613170842801,0.6299668047920342,0.6685962055930521,0.0
98,NKE,0.9665897731333928,0.6318884222813649,0.6666417246194963,0.0
99,NKE,0.9656456335780392,0.6328784699892448,0.665305328681695,0.0
100,NKE,0.9646856261309988,0.6340476962302898,0.6645045173398763,0.0
101,NKE,0.9634876003086597,0.6337334138855308,0.6637917490734796,0.0
102,NKE,0.9624165176198132,0.6368620375169268,0.6639394679207602,0.0
103,NKE,0.9616231230354824,0.638626025495158,0.6644624299408693,0.0
104,NKE,0.9616072551437957,0.6555214536141701,0.668757837706469,0.0
105,NKE,0.9606313827105666,0.6529035419816557,0.6715934248787886,0.02648591853802849
106,NKE,0.9591794735267392,0.6425048211974271,0.6714756729179342,0.012358557657718287
107,NKE,0.9573943345013709,0.6254382265053183,0.6674651551578241,0.010105950528000292
108,NKE,0.9555457236671314,0.6008111893081982,0.658605510211448,0.012354377296418896
109,NKE,0.9542604222613922,0.5914787344363289,0.6493762513877225,0.00909357396076279
110,NKE,0.953173469501736,0.5906692539804405,0.6418070907280249,0.013577303107474003
111,NKE,0.9519913132659565,0.5901043938385526,0.6356221422638075,0.022973369956214847
112,NKE,0.9507060142814656,0.5928436254490063,0.6313027621457399,0.0
113,NKE,0.9492183977409718,0.5937688046050397,0.6280595613358079,0.0
114,NKE,0.9480997108928158,0.5976337108302732,0.6263518908438245,0.0
115,NKE,0.94679060982867,0.6015720092141689,0.6258894860971053,0.0
116,NKE,0.946075999326563,0.6078237364150738,0.6269541625174645,0.0
117,NKE,0.9455920286301214,0.6168520982455408,0.6298776654935677,0.0
118,NKE,0.944782766154104,0.6233513812909971,0.6337078753803282,0.0
119,NKE,0.9439655697322433,0.6279101668868029,0.6378181597625412,0.0
120,NKE,0.9433303780280282,0.634571059294142,0.6426348796978105,0.0
121,NKE,0.942195823772435,0.6313127550728836,0.6457405640409626,0.0
122,NKE,0.940252008251449,0.6204282877377677,0.6457274242832869,0.023188731476411983
123,NKE,0.9386253108606308,0.6159987793064269,0.644700461573924,0.011596784028608838
124,NKE,0.9358484278784749,0.6116221800353934,0.6428745817068274,0.008167137844424403
