,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,88.60105895996094,91.83999633789062,90.97750091552734,91.27999877929688,110737200.0,2.0,2.9708931209863465,91.35523730504777,79.01740368616318,62.807184262235886,107.5148805717007,29.73053178324967,82.7167864481608,76.59069398244222,28.6200008392334,24.257531528494276
0,2020-07-01,ADBE,439.80999755859375,442.04998779296875,433.6199951171875,434.79998779296875,2581700.0,2.0,15.322329676808351,453.00217484590837,379.3678294265526,62.64618411474302,120.38318103973049,29.868037484172945,405.43433634440106,376.08866831461586,28.6200008392334,24.257531528494276
0,2020-07-01,AMD,52.58000183105469,52.869998931884766,51.599998474121094,52.630001068115234,32370900.0,2.0,-0.4693300198437811,56.99258158277313,49.953418325674136,50.18615878023318,-63.932056522733596,13.58027200621521,53.56800003051758,53.57500006357829,28.6200008392334,24.257531528494276
0,2020-07-01,AMZN,143.93499755859375,144.75,137.6999969482422,137.89950561523438,127268000.0,2.0,4.503504218339543,142.93701039602198,121.8372396344956,67.91097804164647,160.23349711528382,52.64571373650686,129.05663350423177,122.77706693013509,28.6200008392334,24.257531528494276
0,2020-07-01,CRM,190.52481079101562,192.82000732421875,187.4600067138672,188.10000610351562,4754600.0,2.0,4.162436266240462,193.6838462561139,167.8366844445697,58.1043213658502,139.92595973710564,29.22574697896621,178.90936126708985,169.73228810628254,28.6200008392334,24.257531528494276
0,2020-07-01,GOOGL,71.7569351196289,72.42400360107422,70.70899963378906,70.95850372314453,42182000.0,2.0,0.36493953623141806,73.70843199989682,68.71400070884343,54.643269052343875,31.029544490454125,0.46780823316012216,71.09287439982096,67.92680231730144,28.6200008392334,24.257531528494276
0,2020-07-01,IBM,91.35533905029297,115.8986587524414,113.16443634033203,114.98088073730469,4869967.0,2.0,-0.9756505220833134,103.6379214986542,86.57288630163877,47.489730980494066,-74.12685686509731,5.476160686110954,95.14393615722656,93.79174321492513,28.6200008392334,24.257531528494276
0,2020-07-01,INTC,52.42577362060547,60.029998779296875,58.7599983215332,59.90999984741211,14748100.0,2.0,-0.5142128177178478,57.471185946146036,50.36044399770162,48.71406530947416,-78.99759917545948,8.423667414942772,54.47935574849446,53.49654649098714,28.6200008392334,24.257531528494276
0,2020-07-01,MSFT,196.4801483154297,206.35000610351562,201.77000427246094,203.13999938964844,32061200.0,2.0,4.846442701380255,198.73964093839888,174.7349089273238,61.18488455042546,140.81503015545616,33.015145689368865,183.16137288411457,175.96524251302083,28.6200008392334,24.257531528494276
0,2020-07-01,NFLX,485.6400146484375,488.2300109863281,454.0,454.0,9705900.0,2.0,10.382292351508397,482.9487918816284,403.8462093390748,61.67941121456562,167.2700080081992,23.595854240983083,437.4740020751953,430.39466705322263,28.6200008392334,24.257531528494276
